book_id,book_name,shelf_id,shelf_name,page_id,page_name
BaGa4Se7,"BaGa<sub>4</sub>Se<sub>7</sub> (Barium gallium selenide, BGSe)",main,MAIN - simple inorganic materials,Kato-α,Kato et al 2017: n(α) 0.901–10.6 µm
BaGa4Se7,"BaGa<sub>4</sub>Se<sub>7</sub> (Barium gallium selenide, BGSe)",main,MAIN - simple inorganic materials,Kato-β,Kato et al 2017: n(β) 0.901–10.6 µm
BaGa4Se7,"BaGa<sub>4</sub>Se<sub>7</sub> (Barium gallium selenide, BGSe)",main,MAIN - simple inorganic materials,Kato-γ,Kato et al 2017: n(γ) 0.901–10.6 µm
Bi2Se3,Bi<sub>2</sub>Se<sub>3</sub> (Bismuth selenide),main,MAIN - simple inorganic materials,Ermolaev,"Ermolaev et al. 2023: CVD film; n,k 0.290–3.30 µm"
Bi2Se3,Bi<sub>2</sub>Se<sub>3</sub> (Bismuth selenide),main,MAIN - simple inorganic materials,Fang-2L,"Fang et al. 2020: 2-layer (2L) film; n,k 0.193–1.69 µm"
Bi2Se3,Bi<sub>2</sub>Se<sub>3</sub> (Bismuth selenide),main,MAIN - simple inorganic materials,Fang-4L,"Fang et al. 2020: 4-layer (4L) film; n,k 0.193–1.69 µm"
Bi2Se3,Bi<sub>2</sub>Se<sub>3</sub> (Bismuth selenide),main,MAIN - simple inorganic materials,Fang-6L,"Fang et al. 2020: 6-layer (6L) film; n,k 0.193–1.69 µm"
Bi2Se3,Bi<sub>2</sub>Se<sub>3</sub> (Bismuth selenide),main,MAIN - simple inorganic materials,Fang-8L,"Fang et al. 2020: 8-layer (8L) film; n,k 0.193–1.69 µm"
Bi2Se3,Bi<sub>2</sub>Se<sub>3</sub> (Bismuth selenide),main,MAIN - simple inorganic materials,Fang-10L,"Fang et al. 2020: 10-layer (10L) film; n,k 0.193–1.69 µm"
CdSe,CdSe (Cadmium selenide),main,MAIN - simple inorganic materials,Lisitsa-o,Lisitsa et al. 1969: n(o) 1.01–22.0 µm
CdSe,CdSe (Cadmium selenide),main,MAIN - simple inorganic materials,Lisitsa-e,Lisitsa et al. 1969: n(e) 1.01–22.0 µm
CdSe,CdSe (Cadmium selenide),main,MAIN - simple inorganic materials,Bond-o,Bond et al. 1965: n(o) 0.80–4.0 µm
CdSe,CdSe (Cadmium selenide),main,MAIN - simple inorganic materials,Bond-e,Bond et al. 1965: n(e) 0.80–4.0 µm
CdSe,CdSe (Cadmium selenide),main,MAIN - simple inorganic materials,Ninomiya-o,"Ninomiya and Adachi 1995: n,k(o) 0.234–1.03 µm"
CdSe,CdSe (Cadmium selenide),main,MAIN - simple inorganic materials,Ninomiya-e,"Ninomiya and Adachi 1995: n,k(e) 0.234–1.03 µm"
CdSe,CdSe (Cadmium selenide),main,MAIN - simple inorganic materials,Ninomiya-cubic,"Ninomiya and Adachi 1995: Cubic; n,k 0.207–0.827 µm"
GaSe,GaSe (Gallium selenide),main,MAIN - simple inorganic materials,Kato-o,Kato et al. 2013: n(o) 0.8–162 µm
GaSe,GaSe (Gallium selenide),main,MAIN - simple inorganic materials,Kato-e,Kato et al. 2013: n(e) 0.8–162 µm
HfSe2,HfSe2 (Hafnium diselenide),main,MAIN - simple inorganic materials,Zotev-o,"Zotev et al. 2023: n,k(o) 0.36–1.0 µm"
HfSe2,HfSe2 (Hafnium diselenide),main,MAIN - simple inorganic materials,Zotev-e,"Zotev et al. 2023: n,k(e) 0.36–1.0 µm"
In2Se3,In<sub>2</sub>Se<sub>3</sub> (Indium selenide),main,MAIN - simple inorganic materials,Zotev,"Zotev et al. 2023: n,k 0.36–1.0 µm"
MnPSe3,MnPSe<sub>3</sub> (Manganese phosphorus selenide),main,MAIN - simple inorganic materials,Zotev,"Zotev et al. 2023: n,k 0.36–1.0 µm"
MoSe2,MoSe<sub>2</sub> (Molybdenum diselenide),main,MAIN - simple inorganic materials,Beal,"Beal and Huges 1979: n,k 0.044–1.16 µm"
MoSe2,MoSe<sub>2</sub> (Molybdenum diselenide),main,MAIN - simple inorganic materials,Hsu-1L,"Hsu et al. 2019: monolayer (1L) film; n,k 0.40–0.86 µm"
MoSe2,MoSe<sub>2</sub> (Molybdenum diselenide),main,MAIN - simple inorganic materials,Hsu-2L,"Hsu et al. 2019: 2-layer (2L) film; n,k 0.40–0.86 µm"
MoSe2,MoSe<sub>2</sub> (Molybdenum diselenide),main,MAIN - simple inorganic materials,Hsu-3L,"Hsu et al. 2019: 3-layer (3L) film; n,k 0.40–0.86 µm"
MoSe2,MoSe<sub>2</sub> (Molybdenum diselenide),main,MAIN - simple inorganic materials,Munkhbat-o,"Munkhbat et al. 2022: multilayer flakes; n,k(o) 0.30–1.69 µm"
MoSe2,MoSe<sub>2</sub> (Molybdenum diselenide),main,MAIN - simple inorganic materials,Munkhbat-e,Munkhbat et al. 2022: multilayer flakes; n(e) 0.30–1.69 µm
MoSe2,MoSe<sub>2</sub> (Molybdenum diselenide),main,MAIN - simple inorganic materials,Zotev-o,"Zotev et al. 2023: n,k(o) 0.36–1.0 µm"
MoSe2,MoSe<sub>2</sub> (Molybdenum diselenide),main,MAIN - simple inorganic materials,Zotev-e,"Zotev et al. 2023: n,k(e) 0.36–1.0 µm"
NbSe2,NbSe<sub>2</sub> (Niobium diselenide),main,MAIN - simple inorganic materials,Munkhbat-o,"Munkhbat et al. 2022: multilayer flakes; n,k(o) 0.30–1.69 µm"
NbSe2,NbSe<sub>2</sub> (Niobium diselenide),main,MAIN - simple inorganic materials,Munkhbat-e,"Munkhbat et al. 2022: multilayer flakes; n,k(e) 0.30–1.69 µm"
PbSe,PbSe (Lead selenide),main,MAIN - simple inorganic materials,Zemel,Zemel et al. 1965: n 5–10 µm
PbSe,PbSe (Lead selenide),main,MAIN - simple inorganic materials,Suzuki,"Suzuki et al. 1995: n,k 0.230–1.08 µm"
PdSe2,PdSe2 (Palladium diselenide),main,MAIN - simple inorganic materials,Ermolaev,"Ermolaev et al. 2022: 4.5 nm film; n,k 0.200–10.0 µm"
PtSe2,PtSe<sub>2</sub> (Platinum diselenide),main,MAIN - simple inorganic materials,Ermolaev,"Ermolaev et al. 2021: thin film; n,k 0.245–3.30 µm"
SnSe,SnSe (Tin selenide),main,MAIN - simple inorganic materials,Guo-α,"Guo et al. 2022: n,k(α) 0.193–1.69 µm"
SnSe,SnSe (Tin selenide),main,MAIN - simple inorganic materials,Guo-β,"Guo et al. 2022: n,k(β) 0.193–1.69 µm"
SnSe,SnSe (Tin selenide),main,MAIN - simple inorganic materials,Guo-γ,"Guo et al. 2022: n,k(γ) 0.193–1.69 µm"
SnSe2,SnSe<sub>2</sub> (Tin diselenide),main,MAIN - simple inorganic materials,Ermolaev,"Ermolaev et al. 2022: thin film; n 0.300–3.30 µm, k 0.300–1.68 µm"
TaSe2,TaSe<sub>2</sub> (Tantalum diselenide),main,MAIN - simple inorganic materials,Munkhbat-o,"Munkhbat et al. 2022: multilayer flakes; n,k(o) 0.30–1.69 µm"
TaSe2,TaSe<sub>2</sub> (Tantalum diselenide),main,MAIN - simple inorganic materials,Munkhbat-e,"Munkhbat et al. 2022: multilayer flakes; n,k(e) 0.30–1.69 µm"
Tl3AsSe3,"Tl<sub>3</sub>AsSe<sub>3</sub> (Thallium arsenic selenide, TAS)",main,MAIN - simple inorganic materials,Ewbank-o,Ewbank et al. 1980: n(o) 2–12 µm
Tl3AsSe3,"Tl<sub>3</sub>AsSe<sub>3</sub> (Thallium arsenic selenide, TAS)",main,MAIN - simple inorganic materials,Ewbank-e,Ewbank et al. 1980: n(e) 2–12 µm
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Jung,"Jung et al. 2019: monolayer (1L) film; n,k 0.38–0.89 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Ermolaev,"Ermolaev et al. 2021: monolayer (1L) film; n,k 0.30–1.70 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Gu-1L,"Gu et al. 2019: monolayer (1L) film; n,k 0.193–1.69 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Gu-2L,"Gu et al. 2019: 2-layer (2L) film; n,k 0.193–1.69 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Gu-3L,"Gu et al. 2019: 3-layer (3L) film; n,k 0.193–1.69 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Gu-4L,"Gu et al. 2019: 4-layer (4L) film; n,k 0.193–1.69 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Gu-5L,"Gu et al. 2019: 5-layer (5L) film; n,k 0.193–1.69 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Hsu-1L,"Hsu et al. 2019: monolayer (1L) film; n,k 0.40–0.85 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Hsu-2L,"Hsu et al. 2019: 2-layer (2L) film; n,k 0.40–0.85 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Hsu-3L,"Hsu et al. 2019: 3-layer (3L) film; n,k 0.40–0.85 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Munkhbat-o,"Munkhbat et al. 2022: multilayer flakes; n(o),k 0.30–1.69 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Munkhbat-e,Munkhbat et al. 2022: multilayer flakes; n(e) 0.30–1.69 µm
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Zotev-o,"Zotev et al. 2023: n,k(o) 0.36–1.0 µm"
WSe2,WSe<sub>2</sub> (Tungsten diselenide),main,MAIN - simple inorganic materials,Zotev-e,"Zotev et al. 2023: n,k(e) 0.36–1.0 µm"
ZnSe,ZnSe (Zinc selenide),main,MAIN - simple inorganic materials,Marple,Marple 1964: n 0.48–2.5 µm
ZnSe,ZnSe (Zinc selenide),main,MAIN - simple inorganic materials,Amotchkina,"Amotchkina et al, 2020: n 0.400–13.9 µm, k 0.4-0.888  µm"
ZnSe,ZnSe (Zinc selenide),main,MAIN - simple inorganic materials,Querry,"Querry 1987: n,k 0.500–21.7 µm"
ZnSe,ZnSe (Zinc selenide),main,MAIN - simple inorganic materials,Connolly,Connolly et al. 1979: n 0.54–18.2 µm
ZnSe,ZnSe (Zinc selenide),main,MAIN - simple inorganic materials,Adachi,"Adachi and Taguchi 1991: n,k 0.234–0.827 µm"
ZrSe2,ZrSe<sub>2</sub> (Zirconium diselenide),main,MAIN - simple inorganic materials,Zotev-o,"Zotev et al. 2023: n,k(o) 0.36–1.0 µm"
ZrSe2,ZrSe<sub>2</sub> (Zirconium diselenide),main,MAIN - simple inorganic materials,Zotev-e,"Zotev et al. 2023: n,k(e) 0.36–1.0 µm"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Aspnes,"Aspnes and Studna 1983: n,k 0.21–0.83 µm"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-10K,"Franta et al. 2017: n,k 0.0310–310 µm; 10 K"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-50K,"Franta et al. 2017: n,k 0.0310–310 µm; 50 K"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-100K,"Franta et al. 2017: n,k 0.0310–310 µm; 100 K"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-150K,"Franta et al. 2017: n,k 0.0310–310 µm; 150 K"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-200K,"Franta et al. 2017: n,k 0.0310–310 µm; 200 K"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-250K,"Franta et al. 2017: n,k 0.0310–310 µm; 250 K"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-20C,"Franta et al. 2017: n,k 0.0310–310 µm; 20 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-25C,"Franta et al. 2017: n,k 0.0310–310 µm; 25 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-300K,"Franta et al. 2017: n,k 0.0310–310 µm; 300 K"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-350K,"Franta et al. 2017: n,k 0.0310–310 µm; 350 K"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-400K,"Franta et al. 2017: n,k 0.0310–310 µm; 400 K"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-450K,"Franta et al. 2017: n,k 0.0310–310 µm; 450 K"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta-500K,"Franta et al. 2017: n,k 0.0310–310 µm; 500 K"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Shkondin,"Shkondin et al. 2017: n,k 2–20 µm"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Schinke,"Schinke et al. 2015: n,k 0.25–1.45 µm"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Green-2008,"Green 2008: n,k 0.25–1.45 µm"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Chandler-Horowitz,"Chandler-Horowitz and Amirtharaj 2005: n 2.5–22.2 µm, k 6.25–23.3 µm"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Sik-25C,"Šik et al. 1998: n,k 0.29–0.62 µm; 25 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Sik-250C,"Šik et al. 1998: n,k 0.29–0.62 µm; 250 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Sik-500C,"Šik et al. 1998: n,k 0.29–0.62 µm; 500 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Sik-700C,"Šik et al. 1998: n,k 0.29–0.62 µm; 700 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Sik-850C,"Šik et al. 1998: n,k 0.29–0.62 µm; 850 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Green-1995,"Green and Keevers 1995: n 0.25–1.45 µm, k 0.25–1.00 µm"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Daub,Daub 1995: k 0.94–1.42 µm
Si,Si (Silicon),main,MAIN - simple inorganic materials,Vuye-20C,"Vuye et al. 1993: n,k 0.26–0.83 µm; 20 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Vuye-100C,"Vuye et al. 1993: n,k 0.26–0.83 µm; 100 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Vuye-150C,"Vuye et al. 1993: n,k 0.26–0.83 µm; 150 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Vuye-200C,"Vuye et al. 1993: n,k 0.26–0.83 µm; 200 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Vuye-250C,"Vuye et al. 1993: n,k 0.26–0.83 µm; 250 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Vuye-300C,"Vuye et al. 1993: n,k 0.26–0.83 µm; 300 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Vuye-350C,"Vuye et al. 1993: n,k 0.26–0.83 µm; 350 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Vuye-400C,"Vuye et al. 1993: n,k 0.26–0.83 µm; 400 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Vuye-450C,"Vuye et al. 1993: n,k 0.26–0.83 µm; 450 °C"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Jellison,"Jellison 1992: n,k 0.234–0.840 µm"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Edwards,Edwards and Ochoa 1980: n 2.5–25 µm
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-100K,Li 1980: n 1.2–14 µm; 100 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-150K,Li 1980: n 1.2–14 µm; 150 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-200K,Li 1980: n 1.2–14 µm; 200 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-250K,Li 1980: n 1.2–14 µm; 250 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-293K,Li 1980: n 1.2–14 µm; 293 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-350K,Li 1980: n 1.2–14 µm; 350 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-400K,Li 1980: n 1.2–14 µm; 400 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-450K,Li 1980: n 1.2–14 µm; 450 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-500K,Li 1980: n 1.2–14 µm; 500 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-550K,Li 1980: n 1.2–14 µm; 550 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-600K,Li 1980: n 1.2–14 µm; 600 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-650K,Li 1980: n 1.2–14 µm; 650 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-700K,Li 1980: n 1.2–14 µm; 700 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Li-750K,Li 1980: n 1.2–14 µm; 750 K
Si,Si (Silicon),main,MAIN - simple inorganic materials,Salzberg,Salzberg and Villa 1957: n 1.36–11 µm
Si,Si (Silicon),main,MAIN - simple inorganic materials,Pierce,"Pierce and Spicer 1972: α-Si; n,k 0.0103–2.07 µm"
Si,Si (Silicon),main,MAIN - simple inorganic materials,Franta,"Franta et al. 2013: n,k 0.138–26.9 µm"
Bi12SiO20,"Bi<sub>12</sub>SiO<sub>20</sub> (Bismuth silicate, BSO)",main,MAIN - simple inorganic materials,Gospodinov,Gospodinov et al. 1988: n 0.48–0.70 µm
