book_id,book_name,shelf_id,shelf_name,page_id,page_name
CDGM-K,CDGM - K (Crown),glass,GLASS - glasses,H-K9LGT,H-K9LGT
CDGM-K,CDGM - K (Crown),glass,GLASS - glasses,H-K9Lstar,H-K9Lstar
CDGM-K,CDGM - K (Crown),glass,GLASS - glasses,H-K10,H-K10
CDGM-K,CDGM - K (Crown),glass,GLASS - glasses,H-K11,H-K11
CDGM-K,CDGM - K (Crown),glass,GLASS - glasses,H-K12,H-K12
CDGM-K,CDGM - K (Crown),glass,GLASS - glasses,H-K50,H-K50
CDGM-K,CDGM - K (Crown),glass,GLASS - glasses,H-K51,H-K51
CDGM-K,CDGM - K (Crown),glass,GLASS - glasses,D-K59,D-K59
CDGM-K,CDGM - K (Crown),glass,GLASS - glasses,D-K59-25,D-K59-25
CDGM-K,CDGM - K (Crown),glass,GLASS - glasses,H-K90GTI,H-K90GTI
CDGM-QK,CDGM - QK (Light crown),glass,GLASS - glasses,H-QK1,H-QK1
CDGM-QK,CDGM - QK (Light crown),glass,GLASS - glasses,D-QK3L,D-QK3L
CDGM-QK,CDGM - QK (Light crown),glass,GLASS - glasses,D-QK3L-25,D-QK3L-25
CDGM-QK,CDGM - QK (Light crown),glass,GLASS - glasses,H-QK3L,H-QK3L
CDGM-QK,CDGM - QK (Light crown),glass,GLASS - glasses,H-QK3LGTI,H-QK3LGTI
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK1,H-ZK1
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK2,H-ZK2
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK2,D-ZK2
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK2-25,D-ZK2-25
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK2L,D-ZK2L
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK2L-25,D-ZK2L-25
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK3,D-ZK3
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK3-25,D-ZK3-25
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK3,H-ZK3
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK3A,H-ZK3A
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK3L,D-ZK3L
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK3L-25,D-ZK3L-25
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK4,H-ZK4
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK5,H-ZK5
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK6,H-ZK6
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK7,H-ZK7
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK7A,H-ZK7A
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK8,H-ZK8
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK9A,H-ZK9A
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK9B,H-ZK9B
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK10,H-ZK10
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK10L,H-ZK10L
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK11,H-ZK11
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK14,H-ZK14
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK20,H-ZK20
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK21,D-ZK21
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK21-25,D-ZK21-25
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK21,H-ZK21
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK50,H-ZK50
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,H-ZK50GT,H-ZK50GT
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK79,D-ZK79
CDGM-ZK,CDGM - ZK (Dense crown),glass,GLASS - glasses,D-ZK79-25,D-ZK79-25
CDGM-BAK,CDGM - BAK (Barium crown),glass,GLASS - glasses,H-BAK1,H-BAK1
CDGM-BAK,CDGM - BAK (Barium crown),glass,GLASS - glasses,H-BAK2,H-BAK2
CDGM-BAK,CDGM - BAK (Barium crown),glass,GLASS - glasses,H-BAK3,H-BAK3
CDGM-BAK,CDGM - BAK (Barium crown),glass,GLASS - glasses,H-BAK4,H-BAK4
CDGM-BAK,CDGM - BAK (Barium crown),glass,GLASS - glasses,H-BAK5,H-BAK5
CDGM-BAK,CDGM - BAK (Barium crown),glass,GLASS - glasses,H-BAK6,H-BAK6
CDGM-BAK,CDGM - BAK (Barium crown),glass,GLASS - glasses,H-BAK7,H-BAK7
CDGM-BAK,CDGM - BAK (Barium crown),glass,GLASS - glasses,H-BAK7A,H-BAK7A
CDGM-BAK,CDGM - BAK (Barium crown),glass,GLASS - glasses,H-BAK7GT,H-BAK7GT
CDGM-BAK,CDGM - BAK (Barium crown),glass,GLASS - glasses,H-BAK8,H-BAK8
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,H-KF6,H-KF6
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,D-FK61,D-FK61
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,D-FK61-25,D-FK61-25
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,H-FK61,H-FK61
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,D-FK61A,D-FK61A
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,D-FK61A-25,D-FK61A-25
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,H-FK61B,H-FK61B
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,H-FK71,H-FK71
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,H-FK71A,H-FK71A
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,D-FK95,D-FK95
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,D-FK95-25,D-FK95-25
CDGM-FK,CDGM - FK (Fluor crown),glass,GLASS - glasses,H-FK95N,H-FK95N
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK1,H-LAK1
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK2A,H-LAK2A
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK3,H-LAK3
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK4L,H-LAK4L
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,D-LAK5,D-LAK5
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,D-LAK5-25,D-LAK5-25
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK5A,H-LAK5A
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,D-LAK6,D-LAK6
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,D-LAK6-25,D-LAK6-25
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK6A,H-LAK6A
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK7A,H-LAK7A
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK8A,H-LAK8A
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK8B,H-LAK8B
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK10,H-LAK10
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK11,H-LAK11
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK12,H-LAK12
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK50A,H-LAK50A
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK51A,H-LAK51A
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,D-LAK52,D-LAK52
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,D-LAK52-25,D-LAK52-25
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK52,H-LAK52
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK53A,H-LAK53A
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK53B,H-LAK53B
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK54,H-LAK54
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK59A,H-LAK59A
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK61,H-LAK61
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,H-LAK67,H-LAK67
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,D-LAK70,D-LAK70
CDGM-LAK,CDGM - LAK (Lanthanum crown),glass,GLASS - glasses,D-LAK70-25,D-LAK70-25
CDGM-PK,CDGM - PK (Phosphate crown),glass,GLASS - glasses,D-PK3,D-PK3
CDGM-PK,CDGM - PK (Phosphate crown),glass,GLASS - glasses,D-PK3-25,D-PK3-25
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,D-ZPK1A,D-ZPK1A
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,D-ZPK1A-25,D-ZPK1A-25
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,H-ZPK1A,H-ZPK1A
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,H-ZPK2A,H-ZPK2A
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,D-ZPK3,D-ZPK3
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,D-ZPK3-25,D-ZPK3-25
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,H-ZPK3,H-ZPK3
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,D-ZPK5,D-ZPK5
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,D-ZPK5-25,D-ZPK5-25
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,H-ZPK5,H-ZPK5
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,D-ZPK7,D-ZPK7
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,D-ZPK7-25,D-ZPK7-25
CDGM-ZPK,CDGM - ZPK (Dense phosphate crown),glass,GLASS - glasses,H-ZPK7,H-ZPK7
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,F1,F1
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,H-F1,H-F1
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,F2,F2
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,H-F2,H-F2
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,F3,F3
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,H-F3,H-F3
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,F4,F4
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,H-F4,H-F4
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,F4GTI,F4GTI
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,F5,F5
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,H-F5,H-F5
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,F6,F6
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,F7,F7
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,F13,F13
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,H-F13,H-F13
CDGM-F,CDGM - F (Flint),glass,GLASS - glasses,H-F51,H-F51
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,QF1,QF1
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,H-QF1,H-QF1
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,QF3,QF3
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,H-QF3,H-QF3
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,QF5,QF5
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,QF6,QF6
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,H-QF6A,H-QF6A
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,QF8,QF8
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,H-QF8,H-QF8
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,H-QF14,H-QF14
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,QF50,QF50
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,H-QF50,H-QF50
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,H-QF50A,H-QF50A
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,QF50GTI,QF50GTI
CDGM-QF,CDGM - QF (Light flint),glass,GLASS - glasses,H-QF56,H-QF56
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF1,ZF1
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF1,H-ZF1
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF1A,H-ZF1A
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF2,ZF2
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF2,H-ZF2
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF3,ZF3
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF3,H-ZF3
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF4,ZF4
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF4A,H-ZF4A
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF4AGT,H-ZF4AGT
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF5,ZF5
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF5,H-ZF5
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF6,ZF6
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF6,H-ZF6
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF7,ZF7
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF7L,ZF7L
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF7LA,H-ZF7LA
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF7LAGT,H-ZF7LAGT
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF7LGT,ZF7LGT
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF8,ZF8
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF10,ZF10
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,D-ZF10,D-ZF10
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,D-ZF10-25,D-ZF10-25
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF10,H-ZF10
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF11,ZF11
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF11,H-ZF11
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF12,H-ZF12
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF12,ZF12
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF13,ZF13
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF13,H-ZF13
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF13GT,H-ZF13GT
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF50,ZF50
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF51,ZF51
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,ZF52,ZF52
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,D-ZF93,D-ZF93
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF39,H-ZF39
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF50,H-ZF50
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF52,H-ZF52
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF52A,H-ZF52A
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF52GT,H-ZF52GT
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF52TT,H-ZF52TT
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF62,H-ZF62
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF62GT,H-ZF62GT
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF71,H-ZF71
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF71GT,H-ZF71GT
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF72A,H-ZF72A
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF72AGT,H-ZF72AGT
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF73,H-ZF73
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF73GT,H-ZF73GT
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF88,H-ZF88
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,H-ZF88GT,H-ZF88GT
CDGM-ZF,CDGM - ZF (Dense flint),glass,GLASS - glasses,D-ZF93-25,D-ZF93-25
CDGM-TF,CDGM - TF (Special flint),glass,GLASS - glasses,TF3,TF3
CDGM-TF,CDGM - TF (Special flint),glass,GLASS - glasses,H-TF3L,H-TF3L
CDGM-TF,CDGM - TF (Special flint),glass,GLASS - glasses,H-TF5,H-TF5
CDGM-TF,CDGM - TF (Special flint),glass,GLASS - glasses,H-TF8,H-TF8
CDGM-BAF,CDGM - BAF (Barium flint),glass,GLASS - glasses,BAF2,BAF2
CDGM-BAF,CDGM - BAF (Barium flint),glass,GLASS - glasses,H-BAF2,H-BAF2
CDGM-BAF,CDGM - BAF (Barium flint),glass,GLASS - glasses,H-BAF3,H-BAF3
CDGM-BAF,CDGM - BAF (Barium flint),glass,GLASS - glasses,BAF4,BAF4
CDGM-BAF,CDGM - BAF (Barium flint),glass,GLASS - glasses,H-BAF4,H-BAF4
CDGM-BAF,CDGM - BAF (Barium flint),glass,GLASS - glasses,BAF5,BAF5
CDGM-BAF,CDGM - BAF (Barium flint),glass,GLASS - glasses,H-BAF5,H-BAF5
CDGM-BAF,CDGM - BAF (Barium flint),glass,GLASS - glasses,H-BAF6,H-BAF6
CDGM-BAF,CDGM - BAF (Barium flint),glass,GLASS - glasses,BAF7,BAF7
CDGM-BAF,CDGM - BAF (Barium flint),glass,GLASS - glasses,H-BAF7,H-BAF7
CDGM-BAF,CDGM - BAF (Barium flint),glass,GLASS - glasses,H-BAF8,H-BAF8
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,H-ZBAF1,H-ZBAF1
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,ZBAF2,ZBAF2
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,H-ZBAF3,H-ZBAF3
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,H-ZBAF4,H-ZBAF4
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,H-ZBAF5,H-ZBAF5
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,H-ZBAF16,H-ZBAF16
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,ZBAF17,ZBAF17
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,H-ZBAF20,H-ZBAF20
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,H-ZBAF21,H-ZBAF21
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,H-ZBAF50,H-ZBAF50
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,ZBAF51,ZBAF51
CDGM-ZBAF,CDGM - ZBAF (Dense barium flint),glass,GLASS - glasses,H-ZBAF52,H-ZBAF52
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,D-LAF050,D-LAF050
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,D-LAF050-25,D-LAF050-25
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF1,H-LAF1
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF2,H-LAF2
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF3B,H-LAF3B
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF4,H-LAF4
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF4GT,H-LAF4GT
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAFL5,H-LAFL5
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF7,H-LAF7
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF10LA,H-LAF10LA
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,D-LAF50,D-LAF50
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,D-LAF50-25,D-LAF50-25
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF50B,H-LAF50B
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF51,H-LAF51
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF52,H-LAF52
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,D-LAF53,D-LAF53
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,D-LAF53-25,D-LAF53-25
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF53,H-LAF53
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF54,H-LAF54
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF55,H-LAF55
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF6LA,H-LAF6LA
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,H-LAF62,H-LAF62
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,D-LAF79,D-LAF79
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,D-LAF79-25,D-LAF79-25
CDGM-LAF,CDGM - LAF (Lanthanum flint),glass,GLASS - glasses,D-LAF82L,D-LAF82L
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF1,H-ZLAF1
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF2A,H-ZLAF2A
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF3,H-ZLAF3
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF4LA,H-ZLAF4LA
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF4LB,H-ZLAF4LB
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,D-ZLAF50,D-ZLAF50
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,D-ZLAF50-25,D-ZLAF50-25
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF50D,H-ZLAF50D
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF50E,H-ZLAF50E
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF51,H-ZLAF51
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF52,H-ZLAF52
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF52A,H-ZLAF52A
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,D-ZLAF52LA,D-ZLAF52LA
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,D-ZLAF52LA-25,D-ZLAF52LA-25
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF53B,H-ZLAF53B
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF53BGT,H-ZLAF53BGT
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF55C,H-ZLAF55C
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF55D,H-ZLAF55D
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF56B,H-ZLAF56B
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,D-ZLAF61,D-ZLAF61
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,D-ZLAF61-25,D-ZLAF61-25
CDGM-ZLAF,CDGM - ZLAF (Dense lanthanum flint),glass,GLASS - glasses,H-ZLAF66,H-ZLAF66
